Relatório de palavras-chave da rede de pesquisa
27 de julho de 2026 - 16 de setembro de 2026
Status da palavra-chave,Palavra-chave,Tipo de corresp.,Grupo de anúncios,Status,Motivos do status,Impr.,Cliques,CTR,Código da moeda,CPC méd.,Custo,Conversões,Custo / conv.,Índice de qualidade,Relevância do anúncio
Ativado,"""empresa de projeto de planta industrial""",Correspondência de frase,Projetos Industriais,Qualificado,,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""projetos de plantas industriais""",Correspondência de frase,Projetos Industriais,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""projeto de unidade industrial""",Correspondência de frase,Projetos Industriais,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""projeto greenfield industrial""",Correspondência de frase,Projetos Industriais,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""empresa de projetos de processos industriais""",Correspondência de frase,Projetos Industriais,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,[empresa de projetos industriais],Correspondência exata,Projetos Industriais,Qualificado,,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,[empresa de projeto industrial],Correspondência exata,Projetos Industriais,Qualificado,,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""empresa de projetos multidisciplinares industriais""",Correspondência de frase,Projetos Industriais,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""empresa de projetos de plantas industriais""",Correspondência de frase,Projetos Industriais,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,[consultoria de projeto industrial],Correspondência exata,Projetos Industriais,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""projeto de retrofit industrial""",Correspondência de frase,Projetos Industriais,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,[serviço de projeto industrial],Correspondência exata,Projetos Industriais,Qualificado,,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,[projeto de instalação industrial],Correspondência exata,Projetos Industriais,Qualificado,,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""projeto de ampliação industrial""",Correspondência de frase,Projetos Industriais,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""empresa de projeto de fábrica""",Correspondência de frase,Projetos Industriais,Qualificado,,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""empresa de projetos de instalações industriais""",Correspondência de frase,Projetos Industriais,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,[projetos de instalações industriais],Correspondência exata,Projetos Industriais,Qualificado,,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Pausado,"""projeto de planta industrial""",Correspondência de frase,Projetos Industriais,Pausado,pausado,19,2,"10,53%",BRL,"4,95","9,89","0,00","0,00", --, --
Ativado,[consultoria de projetos industriais],Correspondência exata,Projetos Industriais,Qualificado,,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""projeto para modernização industrial""",Correspondência de frase,Projetos Industriais,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,[empresas de projetos industriais],Correspondência exata,Projetos Industriais,Qualificado,,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,[serviço de projetos industriais],Correspondência exata,Projetos Industriais,Qualificado,,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Pausado,"""engenharia de projetos industriais""",Correspondência de frase,Projetos Industriais,Pausado,pausado,3,1,"33,33%",BRL,"7,40","7,40","0,00","0,00",3,Acima da média
Ativado,"""projeto de expansão industrial""",Correspondência de frase,Projetos Industriais,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""projeto de processos industriais""",Correspondência de frase,Projetos Industriais,Qualificado,,2,0,"0,00%",BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""empresa de engenharia de projetos industriais""",Correspondência de frase,Projetos Industriais,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""projeto retrofit industrial""",Correspondência de frase,Projetos Industriais,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""engenharia detalhada industrial""",Correspondência de frase,Projetos Industriais,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""projeto de modernização industrial""",Correspondência de frase,Projetos Industriais,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""projeto para expansão de fábrica""",Correspondência de frase,Projetos Industriais,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""projeto brownfield industrial""",Correspondência de frase,Projetos Industriais,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""projeto de engenharia multidisciplinar""",Correspondência de frase,Projetos Industriais,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Pausado,[projeto industrial],Correspondência exata,Projetos Industriais,Pausado,pausado; baixa qualidade,2,0,"0,00%",BRL,0,"0,00","0,00","0,00",2,Na média
Ativado,[serviços de projetos industriais],Correspondência exata,Projetos Industriais,Qualificado,,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""engenharia executiva industrial""",Correspondência de frase,Projetos Industriais,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""engenharia básica industrial""",Correspondência de frase,Projetos Industriais,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""projeto multidisciplinar industrial""",Correspondência de frase,Projetos Industriais,Não qualificado,raramente exibido,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,[engenharia projetos industriais],Correspondência exata,Projetos Industriais,Qualificado,,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,[empresa de projetos de engenharia],Correspondência exata,Projetos Industriais,Qualificado,,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""consultoria em projetos industriais""",Correspondência de frase,Projetos Industriais,Qualificado,,1,0,"0,00%",BRL,0,"0,00","0,00","0,00", --, --
Ativado,[projeto de instalações industriais],Correspondência exata,Projetos Industriais,Qualificado,,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
Ativado,"""projeto executivo industrial""",Correspondência de frase,Projetos Industriais,Qualificado,,0,0, --,BRL,0,"0,00","0,00","0,00", --, --
 --,,"Total: Todas as palavras-chave, exceto as removidas", --, --,,699,44,"6,29%",BRL,"3,51","154,56","1,00","154,56", --, --
,,Total: Palavras-chave na sua campanha,,,,726,44,"6,06%",BRL,"3,51","154,56","1,00","154,56",,
,,Total: Suas palavras-chave,,,,726,44,"6,06%",BRL,"3,51","154,56","1,00","154,56",,
,,Total: Correspondências expandidas da AI Max,,,,0,0, --,BRL,0,"0,00","0,00","0,00",,
,,Total: Correspondências de páginas de destino da AI Max,,,,0,0, --,BRL,0,"0,00","0,00","0,00",,
,,Total: Inclusões de URL na sua campanha,,,,0,0, --,BRL,0,"0,00","0,00","0,00",,
,,Total: Campanha,,,,726,44,"6,06%",BRL,"3,51","154,56","1,00","154,56",,
